"","AGEG","STATE","SEX","IMPRACE","METSD","Freq","YEAR"
"12747","35-44","37","Female","NH Asian","Yes",0,2013
"12748","45-54","37","Female","NH Asian","Yes",970.547458476389,2013
"12749","55-64","37","Female","NH Asian","Yes",0,2013
"12750",">65","37","Female","NH Asian","Yes",945.895152981299,2013
"12751","18-24","38","Female","NH Asian","Yes",0,2013
"12752","25-34","38","Female","NH Asian","Yes",0,2013
"12753","35-44","38","Female","NH Asian","Yes",0,2013
"12754","45-54","38","Female","NH Asian","Yes",216.195649936891,2013
"12755","55-64","38","Female","NH Asian","Yes",17.241281492159,2013
"12756",">65","38","Female","NH Asian","Yes",0,2013
"12757","18-24","39","Female","NH Asian","Yes",0,2013
"12758","25-34","39","Female","NH Asian","Yes",0,2013
"12759","35-44","39","Female","NH Asian","Yes",0,2013
"12760","45-54","39","Female","NH Asian","Yes",114.636684727465,2013
"12761","55-64","39","Female","NH Asian","Yes",398.161921637327,2013
"12762",">65","39","Female","NH Asian","Yes",1188.06298735859,2013
"12763","18-24","40","Female","NH Asian","Yes",0,2013
"12764","25-34","40","Female","NH Asian","Yes",0,2013
"12765","35-44","40","Female","NH Asian","Yes",0,2013
"12766","45-54","40","Female","NH Asian","Yes",331.771942159398,2013
"12767","55-64","40","Female","NH Asian","Yes",0,2013
"12768",">65","40","Female","NH Asian","Yes",622.046368513159,2013
"12769","18-24","41","Female","NH Asian","Yes",0,2013
"12770","25-34","41","Female","NH Asian","Yes",0,2013
"12771","35-44","41","Female","NH Asian","Yes",0,2013
"12772","45-54","41","Female","NH Asian","Yes",0,2013
"12773","55-64","41","Female","NH Asian","Yes",711.783512048825,2013
"12774",">65","41","Female","NH Asian","Yes",786.777713802126,2013
"12775","18-24","42","Female","NH Asian","Yes",0,2013
"12776","25-34","42","Female","NH Asian","Yes",0,2013
"12777","35-44","42","Female","NH Asian","Yes",1772.05669279563,2013
"12778","45-54","42","Female","NH Asian","Yes",0,2013
"12779","55-64","42","Female","NH Asian","Yes",6052.09793553553,2013
"12780",">65","42","Female","NH Asian","Yes",0,2013
"12781","18-24","44","Female","NH Asian","Yes",0,2013
"12782","25-34","44","Female","NH Asian","Yes",0,2013
"12783","35-44","44","Female","NH Asian","Yes",0,2013
"12784","45-54","44","Female","NH Asian","Yes",0,2013
"12785","55-64","44","Female","NH Asian","Yes",41.0550512585865,2013
"12786",">65","44","Female","NH Asian","Yes",42.5981034226322,2013
"12787","18-24","45","Female","NH Asian","Yes",0,2013
"12788","25-34","45","Female","NH Asian","Yes",0,2013
"12789","35-44","45","Female","NH Asian","Yes",205.161132668309,2013
"12790","45-54","45","Female","NH Asian","Yes",0,2013
"12791","55-64","45","Female","NH Asian","Yes",0,2013
"12792",">65","45","Female","NH Asian","Yes",746.199466530264,2013
"12793","18-24","46","Female","NH Asian","Yes",164.496426709283,2013
"12794","25-34","46","Female","NH Asian","Yes",0,2013
"12795","35-44","46","Female","NH Asian","Yes",0,2013
"12796","45-54","46","Female","NH Asian","Yes",0,2013
"12797","55-64","46","Female","NH Asian","Yes",0,2013
"12798",">65","46","Female","NH Asian","Yes",16.5648510105426,2013
"12799","18-24","47","Female","NH Asian","Yes",0,2013
"12800","25-34","47","Female","NH Asian","Yes",0,2013
"12801","35-44","47","Female","NH Asian","Yes",0,2013
"12802","45-54","47","Female","NH Asian","Yes",0,2013
"12803","55-64","47","Female","NH Asian","Yes",0,2013
"12804",">65","47","Female","NH Asian","Yes",0,2013
"12805","18-24","48","Female","NH Asian","Yes",0,2013
"12806","25-34","48","Female","NH Asian","Yes",0,2013
"12807","35-44","48","Female","NH Asian","Yes",0,2013
"12808","45-54","48","Female","NH Asian","Yes",1012.60995477287,2013
"12809","55-64","48","Female","NH Asian","Yes",1077.326494216,2013
"12810",">65","48","Female","NH Asian","Yes",1860.91274990926,2013
"12811","18-24","49","Female","NH Asian","Yes",0,2013
"12812","25-34","49","Female","NH Asian","Yes",0,2013
"12813","35-44","49","Female","NH Asian","Yes",0,2013
"12814","45-54","49","Female","NH Asian","Yes",149.529917318486,2013
"12815","55-64","49","Female","NH Asian","Yes",158.623518942011,2013
"12816",">65","49","Female","NH Asian","Yes",0,2013
"12817","18-24","50","Female","NH Asian","Yes",0,2013
"12818","25-34","50","Female","NH Asian","Yes",0,2013
"12819","35-44","50","Female","NH Asian","Yes",0,2013
"12820","45-54","50","Female","NH Asian","Yes",0,2013
"12821","55-64","50","Female","NH Asian","Yes",0,2013
"12822",">65","50","Female","NH Asian","Yes",0,2013
"12823","18-24","51","Female","NH Asian","Yes",0,2013
"12824","25-34","51","Female","NH Asian","Yes",0,2013
"12825","35-44","51","Female","NH Asian","Yes",0,2013
"12826","45-54","51","Female","NH Asian","Yes",809.109990785891,2013
"12827","55-64","51","Female","NH Asian","Yes",1951.39935082204,2013
"12828",">65","51","Female","NH Asian","Yes",3990.03116397138,2013
"12829","18-24","53","Female","NH Asian","Yes",0,2013
"12830","25-34","53","Female","NH Asian","Yes",0,2013
"12831","35-44","53","Female","NH Asian","Yes",1690.98882626879,2013
"12832","45-54","53","Female","NH Asian","Yes",1372.54492271918,2013
"12833","55-64","53","Female","NH Asian","Yes",6586.63192337248,2013
"12834",">65","53","Female","NH Asian","Yes",1342.45388885809,2013
"12835","18-24","54","Female","NH Asian","Yes",0,2013
"12836","25-34","54","Female","NH Asian","Yes",0,2013
"12837","35-44","54","Female","NH Asian","Yes",0,2013
"12838","45-54","54","Female","NH Asian","Yes",0,2013
"12839","55-64","54","Female","NH Asian","Yes",55.3831899104343,2013
"12840",">65","54","Female","NH Asian","Yes",0,2013
"12841","18-24","55","Female","NH Asian","Yes",0,2013
"12842","25-34","55","Female","NH Asian","Yes",0,2013
"12843","35-44","55","Female","NH Asian","Yes",0,2013
"12844","45-54","55","Female","NH Asian","Yes",1822.6658130428,2013
"12845","55-64","55","Female","NH Asian","Yes",0,2013
"12846",">65","55","Female","NH Asian","Yes",0,2013
"12847","18-24","56","Female","NH Asian","Yes",0,2013
"12848","25-34","56","Female","NH Asian","Yes",0,2013
"12849","35-44","56","Female","NH Asian","Yes",0,2013
"12850","45-54","56","Female","NH Asian","Yes",0,2013
"12851","55-64","56","Female","NH Asian","Yes",14.5518131040189,2013
"12852",">65","56","Female","NH Asian","Yes",16.7880964822582,2013
"12853","18-24","1","Male","NH NA/AN","Yes",0,2013
"12854","25-34","1","Male","NH NA/AN","Yes",0,2013
"12855","35-44","1","Male","NH NA/AN","Yes",0,2013
"12856","45-54","1","Male","NH NA/AN","Yes",133.744355163103,2013
"12857","55-64","1","Male","NH NA/AN","Yes",1709.50564017059,2013
"12858",">65","1","Male","NH NA/AN","Yes",216.600408944556,2013
"12859","18-24","2","Male","NH NA/AN","Yes",0,2013
"12860","25-34","2","Male","NH NA/AN","Yes",0,2013
"12861","35-44","2","Male","NH NA/AN","Yes",1228.90869567408,2013
"12862","45-54","2","Male","NH NA/AN","Yes",2279.18813322079,2013
"12863","55-64","2","Male","NH NA/AN","Yes",2268.72757509852,2013
"12864",">65","2","Male","NH NA/AN","Yes",1945.55790362501,2013
"12865","18-24","4","Male","NH NA/AN","Yes",0,2013
"12866","25-34","4","Male","NH NA/AN","Yes",6429.5668044678,2013
"12867","35-44","4","Male","NH NA/AN","Yes",809.250620375348,2013
"12868","45-54","4","Male","NH NA/AN","Yes",10259.852093029,2013
"12869","55-64","4","Male","NH NA/AN","Yes",4076.06189532906,2013
"12870",">65","4","Male","NH NA/AN","Yes",871.621565351644,2013
"12871","18-24","5","Male","NH NA/AN","Yes",0,2013
"12872","25-34","5","Male","NH NA/AN","Yes",0,2013
"12873","35-44","5","Male","NH NA/AN","Yes",0,2013
"12874","45-54","5","Male","NH NA/AN","Yes",1709.86119418371,2013
"12875","55-64","5","Male","NH NA/AN","Yes",822.958844321678,2013
"12876",">65","5","Male","NH NA/AN","Yes",3086.00950671909,2013
"12877","18-24","6","Male","NH NA/AN","Yes",0,2013
"12878","25-34","6","Male","NH NA/AN","Yes",0,2013
"12879","35-44","6","Male","NH NA/AN","Yes",0,2013
"12880","45-54","6","Male","NH NA/AN","Yes",1131.62308821818,2013
"12881","55-64","6","Male","NH NA/AN","Yes",5413.46020571612,2013
"12882",">65","6","Male","NH NA/AN","Yes",3225.38640769584,2013
"12883","18-24","8","Male","NH NA/AN","Yes",0,2013
"12884","25-34","8","Male","NH NA/AN","Yes",248.978686341905,2013
"12885","35-44","8","Male","NH NA/AN","Yes",1848.22282520541,2013
"12886","45-54","8","Male","NH NA/AN","Yes",444.486236513849,2013
"12887","55-64","8","Male","NH NA/AN","Yes",750.623760575032,2013
"12888",">65","8","Male","NH NA/AN","Yes",376.72749921861,2013
"12889","18-24","9","Male","NH NA/AN","Yes",0,2013
"12890","25-34","9","Male","NH NA/AN","Yes",0,2013
"12891","35-44","9","Male","NH NA/AN","Yes",0,2013
"12892","45-54","9","Male","NH NA/AN","Yes",262.723080337484,2013
"12893","55-64","9","Male","NH NA/AN","Yes",96.4371799661087,2013
"12894",">65","9","Male","NH NA/AN","Yes",283.535002053261,2013
"12895","18-24","10","Male","NH NA/AN","Yes",0,2013
"12896","25-34","10","Male","NH NA/AN","Yes",0,2013
"12897","35-44","10","Male","NH NA/AN","Yes",0,2013
"12898","45-54","10","Male","NH NA/AN","Yes",0,2013
"12899","55-64","10","Male","NH NA/AN","Yes",1336.33940419473,2013
"12900",">65","10","Male","NH NA/AN","Yes",282.091456569607,2013
"12901","18-24","11","Male","NH NA/AN","Yes",0,2013
"12902","25-34","11","Male","NH NA/AN","Yes",0,2013
"12903","35-44","11","Male","NH NA/AN","Yes",0,2013
"12904","45-54","11","Male","NH NA/AN","Yes",46.8754016773715,2013
"12905","55-64","11","Male","NH NA/AN","Yes",87.671573555856,2013
"12906",">65","11","Male","NH NA/AN","Yes",0,2013
"12907","18-24","12","Male","NH NA/AN","Yes",0,2013
"12908","25-34","12","Male","NH NA/AN","Yes",0,2013
"12909","35-44","12","Male","NH NA/AN","Yes",9.14461190794231,2013
"12910","45-54","12","Male","NH NA/AN","Yes",1345.14194582953,2013
"12911","55-64","12","Male","NH NA/AN","Yes",1798.5572678065,2013
"12912",">65","12","Male","NH NA/AN","Yes",1687.90111590253,2013
"12913","18-24","13","Male","NH NA/AN","Yes",0,2013
"12914","25-34","13","Male","NH NA/AN","Yes",0,2013
"12915","35-44","13","Male","NH NA/AN","Yes",0,2013
"12916","45-54","13","Male","NH NA/AN","Yes",1913.23296498773,2013
"12917","55-64","13","Male","NH NA/AN","Yes",825.236206513789,2013
"12918",">65","13","Male","NH NA/AN","Yes",786.813652350555,2013
"12919","18-24","15","Male","NH NA/AN","Yes",0,2013
"12920","25-34","15","Male","NH NA/AN","Yes",0,2013
"12921","35-44","15","Male","NH NA/AN","Yes",0,2013
"12922","45-54","15","Male","NH NA/AN","Yes",0,2013
"12923","55-64","15","Male","NH NA/AN","Yes",0,2013
"12924",">65","15","Male","NH NA/AN","Yes",19.2290681578954,2013
"12925","18-24","16","Male","NH NA/AN","Yes",0,2013
"12926","25-34","16","Male","NH NA/AN","Yes",0,2013
"12927","35-44","16","Male","NH NA/AN","Yes",0,2013
"12928","45-54","16","Male","NH NA/AN","Yes",447.915494926642,2013
"12929","55-64","16","Male","NH NA/AN","Yes",0,2013
"12930",">65","16","Male","NH NA/AN","Yes",227.437318487368,2013
"12931","18-24","17","Male","NH NA/AN","Yes",0,2013
"12932","25-34","17","Male","NH NA/AN","Yes",0,2013
"12933","35-44","17","Male","NH NA/AN","Yes",3427.51942377026,2013
"12934","45-54","17","Male","NH NA/AN","Yes",1732.25460534045,2013
"12935","55-64","17","Male","NH NA/AN","Yes",0,2013
"12936",">65","17","Male","NH NA/AN","Yes",3320.21745823005,2013
"12937","18-24","18","Male","NH NA/AN","Yes",571.567199142355,2013
"12938","25-34","18","Male","NH NA/AN","Yes",0,2013
"12939","35-44","18","Male","NH NA/AN","Yes",0,2013
"12940","45-54","18","Male","NH NA/AN","Yes",509.161399249931,2013
"12941","55-64","18","Male","NH NA/AN","Yes",174.934910264671,2013
"12942",">65","18","Male","NH NA/AN","Yes",1942.61288871809,2013
"12943","18-24","19","Male","NH NA/AN","Yes",0,2013
"12944","25-34","19","Male","NH NA/AN","Yes",0,2013
"12945","35-44","19","Male","NH NA/AN","Yes",525.994622377961,2013
"12946","45-54","19","Male","NH NA/AN","Yes",0,2013
"12947","55-64","19","Male","NH NA/AN","Yes",0,2013
"12948",">65","19","Male","NH NA/AN","Yes",219.486601518403,2013
"12949","18-24","20","Male","NH NA/AN","Yes",0,2013
"12950","25-34","20","Male","NH NA/AN","Yes",0,2013
"12951","35-44","20","Male","NH NA/AN","Yes",729.114584449774,2013
"12952","45-54","20","Male","NH NA/AN","Yes",908.522713793718,2013
"12953","55-64","20","Male","NH NA/AN","Yes",1737.77490945595,2013
"12954",">65","20","Male","NH NA/AN","Yes",896.086281107679,2013
"12955","18-24","21","Male","NH NA/AN","Yes",0,2013
"12956","25-34","21","Male","NH NA/AN","Yes",0,2013
"12957","35-44","21","Male","NH NA/AN","Yes",73.1208376531332,2013
"12958","45-54","21","Male","NH NA/AN","Yes",845.133471702606,2013
"12959","55-64","21","Male","NH NA/AN","Yes",29.3554589542593,2013
"12960",">65","21","Male","NH NA/AN","Yes",296.643983783618,2013
"12961","18-24","22","Male","NH NA/AN","Yes",0,2013
"12962","25-34","22","Male","NH NA/AN","Yes",0,2013
"12963","35-44","22","Male","NH NA/AN","Yes",0,2013
"12964","45-54","22","Male","NH NA/AN","Yes",577.696865198608,2013
"12965","55-64","22","Male","NH NA/AN","Yes",758.100026785957,2013
"12966",">65","22","Male","NH NA/AN","Yes",1516.7617570996,2013
"12967","18-24","23","Male","NH NA/AN","Yes",0,2013
"12968","25-34","23","Male","NH NA/AN","Yes",0,2013
"12969","35-44","23","Male","NH NA/AN","Yes",0,2013
"12970","45-54","23","Male","NH NA/AN","Yes",708.835275958619,2013
"12971","55-64","23","Male","NH NA/AN","Yes",780.375077693631,2013
"12972",">65","23","Male","NH NA/AN","Yes",206.199884665369,2013
"12973","18-24","24","Male","NH NA/AN","Yes",0,2013
"12974","25-34","24","Male","NH NA/AN","Yes",417.504507347286,2013
"12975","35-44","24","Male","NH NA/AN","Yes",0,2013
"12976","45-54","24","Male","NH NA/AN","Yes",18.818813613457,2013
"12977","55-64","24","Male","NH NA/AN","Yes",421.521592768998,2013
"12978",">65","24","Male","NH NA/AN","Yes",193.511974591132,2013
"12979","18-24","25","Male","NH NA/AN","Yes",0,2013
"12980","25-34","25","Male","NH NA/AN","Yes",0,2013
"12981","35-44","25","Male","NH NA/AN","Yes",3168.64457942139,2013
"12982","45-54","25","Male","NH NA/AN","Yes",76.6020573501201,2013
"12983","55-64","25","Male","NH NA/AN","Yes",0,2013
"12984",">65","25","Male","NH NA/AN","Yes",3203.917915775,2013
"12985","18-24","26","Male","NH NA/AN","Yes",0,2013
"12986","25-34","26","Male","NH NA/AN","Yes",0,2013
"12987","35-44","26","Male","NH NA/AN","Yes",180.708731306318,2013
"12988","45-54","26","Male","NH NA/AN","Yes",2713.18644143688,2013
"12989","55-64","26","Male","NH NA/AN","Yes",5192.93700091078,2013
"12990",">65","26","Male","NH NA/AN","Yes",600.805596739901,2013
"12991","18-24","27","Male","NH NA/AN","Yes",0,2013
"12992","25-34","27","Male","NH NA/AN","Yes",0,2013
"12993","35-44","27","Male","NH NA/AN","Yes",1036.19643373546,2013
"12994","45-54","27","Male","NH NA/AN","Yes",5275.83638719709,2013
"12995","55-64","27","Male","NH NA/AN","Yes",103.3151253001,2013
"12996",">65","27","Male","NH NA/AN","Yes",3097.06725655749,2013
"12997","18-24","28","Male","NH NA/AN","Yes",0,2013
"12998","25-34","28","Male","NH NA/AN","Yes",0,2013
"12999","35-44","28","Male","NH NA/AN","Yes",952.929721803502,2013
"13000","45-54","28","Male","NH NA/AN","Yes",0,2013
"13001","55-64","28","Male","NH NA/AN","Yes",1417.77594681759,2013
"13002",">65","28","Male","NH NA/AN","Yes",303.335545293618,2013
"13003","18-24","29","Male","NH NA/AN","Yes",0,2013
"13004","25-34","29","Male","NH NA/AN","Yes",1116.78271246401,2013
"13005","35-44","29","Male","NH NA/AN","Yes",0,2013
"13006","45-54","29","Male","NH NA/AN","Yes",0,2013
"13007","55-64","29","Male","NH NA/AN","Yes",1746.51451690765,2013
"13008",">65","29","Male","NH NA/AN","Yes",1230.42062229873,2013
"13009","18-24","30","Male","NH NA/AN","Yes",0,2013
"13010","25-34","30","Male","NH NA/AN","Yes",58.2791520432149,2013
"13011","35-44","30","Male","NH NA/AN","Yes",788.256261596521,2013
"13012","45-54","30","Male","NH NA/AN","Yes",617.160436044164,2013
"13013","55-64","30","Male","NH NA/AN","Yes",693.003239708147,2013
"13014",">65","30","Male","NH NA/AN","Yes",948.384953424344,2013
"13015","18-24","31","Male","NH NA/AN","Yes",0,2013
"13016","25-34","31","Male","NH NA/AN","Yes",0,2013
"13017","35-44","31","Male","NH NA/AN","Yes",361.471170650316,2013
"13018","45-54","31","Male","NH NA/AN","Yes",213.69884404726,2013
"13019","55-64","31","Male","NH NA/AN","Yes",96.8548145805581,2013
"13020",">65","31","Male","NH NA/AN","Yes",198.295153908319,2013
"13021","18-24","32","Male","NH NA/AN","Yes",0,2013
"13022","25-34","32","Male","NH NA/AN","Yes",0,2013
"13023","35-44","32","Male","NH NA/AN","Yes",0,2013
"13024","45-54","32","Male","NH NA/AN","Yes",409.124386139631,2013
"13025","55-64","32","Male","NH NA/AN","Yes",317.5695641075,2013
"13026",">65","32","Male","NH NA/AN","Yes",2355.74960723611,2013
"13027","18-24","33","Male","NH NA/AN","Yes",0,2013
"13028","25-34","33","Male","NH NA/AN","Yes",0,2013
"13029","35-44","33","Male","NH NA/AN","Yes",0,2013
"13030","45-54","33","Male","NH NA/AN","Yes",968.774842544843,2013
"13031","55-64","33","Male","NH NA/AN","Yes",27.7443849012012,2013
"13032",">65","33","Male","NH NA/AN","Yes",277.684802412583,2013
"13033","18-24","34","Male","NH NA/AN","Yes",0,2013
"13034","25-34","34","Male","NH NA/AN","Yes",0,2013
"13035","35-44","34","Male","NH NA/AN","Yes",0,2013
"13036","45-54","34","Male","NH NA/AN","Yes",52.0961457717806,2013
"13037","55-64","34","Male","NH NA/AN","Yes",0,2013
"13038",">65","34","Male","NH NA/AN","Yes",160.778754208945,2013
"13039","18-24","35","Male","NH NA/AN","Yes",0,2013
"13040","25-34","35","Male","NH NA/AN","Yes",913.348823512523,2013
"13041","35-44","35","Male","NH NA/AN","Yes",836.782503505156,2013
"13042","45-54","35","Male","NH NA/AN","Yes",1639.57609810854,2013
"13043","55-64","35","Male","NH NA/AN","Yes",2797.0743075722,2013
"13044",">65","35","Male","NH NA/AN","Yes",810.376689947588,2013
"13045","18-24","36","Male","NH NA/AN","Yes",0,2013
"13046","25-34","36","Male","NH NA/AN","Yes",0,2013
"13047","35-44","36","Male","NH NA/AN","Yes",2209.73800964838,2013
"13048","45-54","36","Male","NH NA/AN","Yes",0,2013
"13049","55-64","36","Male","NH NA/AN","Yes",8534.99490755932,2013
"13050",">65","36","Male","NH NA/AN","Yes",6954.27298815027,2013
"13051","18-24","37","Male","NH NA/AN","Yes",0,2013
"13052","25-34","37","Male","NH NA/AN","Yes",48.5910647590251,2013
"13053","35-44","37","Male","NH NA/AN","Yes",86.1727968921865,2013
"13054","45-54","37","Male","NH NA/AN","Yes",2020.68108301389,2013
"13055","55-64","37","Male","NH NA/AN","Yes",1881.59728477988,2013
"13056",">65","37","Male","NH NA/AN","Yes",2939.43743158251,2013
"13057","18-24","38","Male","NH NA/AN","Yes",0,2013
"13058","25-34","38","Male","NH NA/AN","Yes",51.9719100389404,2013
"13059","35-44","38","Male","NH NA/AN","Yes",273.482058204826,2013
"13060","45-54","38","Male","NH NA/AN","Yes",832.014687544823,2013
"13061","55-64","38","Male","NH NA/AN","Yes",1041.8088825797,2013
"13062",">65","38","Male","NH NA/AN","Yes",499.709666286414,2013
"13063","18-24","39","Male","NH NA/AN","Yes",0,2013
"13064","25-34","39","Male","NH NA/AN","Yes",0,2013
"13065","35-44","39","Male","NH NA/AN","Yes",4772.37240802433,2013
"13066","45-54","39","Male","NH NA/AN","Yes",3574.28904466336,2013
"13067","55-64","39","Male","NH NA/AN","Yes",1158.4660451813,2013
"13068",">65","39","Male","NH NA/AN","Yes",1251.97886683359,2013
"13069","18-24","40","Male","NH NA/AN","Yes",0,2013
"13070","25-34","40","Male","NH NA/AN","Yes",4919.32767917112,2013
"13071","35-44","40","Male","NH NA/AN","Yes",1960.91195118405,2013
"13072","45-54","40","Male","NH NA/AN","Yes",6036.90727201967,2013
"13073","55-64","40","Male","NH NA/AN","Yes",5817.54262441478,2013
"13074",">65","40","Male","NH NA/AN","Yes",4554.07673360994,2013
"13075","18-24","41","Male","NH NA/AN","Yes",0,2013
"13076","25-34","41","Male","NH NA/AN","Yes",0,2013
"13077","35-44","41","Male","NH NA/AN","Yes",0,2013
"13078","45-54","41","Male","NH NA/AN","Yes",1657.98163926758,2013
"13079","55-64","41","Male","NH NA/AN","Yes",918.300005479159,2013
"13080",">65","41","Male","NH NA/AN","Yes",2912.92597650378,2013
"13081","18-24","42","Male","NH NA/AN","Yes",0,2013
"13082","25-34","42","Male","NH NA/AN","Yes",0,2013
"13083","35-44","42","Male","NH NA/AN","Yes",0,2013
"13084","45-54","42","Male","NH NA/AN","Yes",0,2013
"13085","55-64","42","Male","NH NA/AN","Yes",880.061609813982,2013
"13086",">65","42","Male","NH NA/AN","Yes",3426.00485499448,2013
"13087","18-24","44","Male","NH NA/AN","Yes",0,2013
"13088","25-34","44","Male","NH NA/AN","Yes",0,2013
"13089","35-44","44","Male","NH NA/AN","Yes",0,2013
"13090","45-54","44","Male","NH NA/AN","Yes",208.244359141279,2013
"13091","55-64","44","Male","NH NA/AN","Yes",271.701172927515,2013
"13092",">65","44","Male","NH NA/AN","Yes",483.765590279888,2013
"13093","18-24","45","Male","NH NA/AN","Yes",0,2013
"13094","25-34","45","Male","NH NA/AN","Yes",0,2013
"13095","35-44","45","Male","NH NA/AN","Yes",1184.44284449624,2013
"13096","45-54","45","Male","NH NA/AN","Yes",1033.95814209458,2013
"13097","55-64","45","Male","NH NA/AN","Yes",235.479119445796,2013
"13098",">65","45","Male","NH NA/AN","Yes",502.627715147732,2013
"13099","18-24","46","Male","NH NA/AN","Yes",0,2013
"13100","25-34","46","Male","NH NA/AN","Yes",526.053186370636,2013
"13101","35-44","46","Male","NH NA/AN","Yes",718.763257904179,2013
"13102","45-54","46","Male","NH NA/AN","Yes",583.948971343846,2013
"13103","55-64","46","Male","NH NA/AN","Yes",1304.86802806664,2013
"13104",">65","46","Male","NH NA/AN","Yes",974.126100356127,2013
"13105","18-24","47","Male","NH NA/AN","Yes",0,2013
"13106","25-34","47","Male","NH NA/AN","Yes",0,2013
"13107","35-44","47","Male","NH NA/AN","Yes",1565.89185156516,2013
"13108","45-54","47","Male","NH NA/AN","Yes",0,2013
"13109","55-64","47","Male","NH NA/AN","Yes",3553.08204939061,2013
"13110",">65","47","Male","NH NA/AN","Yes",363.712764575969,2013
"13111","18-24","48","Male","NH NA/AN","Yes",0,2013
"13112","25-34","48","Male","NH NA/AN","Yes",4334.53593728459,2013
"13113","35-44","48","Male","NH NA/AN","Yes",0,2013
"13114","45-54","48","Male","NH NA/AN","Yes",6081.0015087367,2013
"13115","55-64","48","Male","NH NA/AN","Yes",2615.31953521563,2013
"13116",">65","48","Male","NH NA/AN","Yes",334.394595348973,2013
"13117","18-24","49","Male","NH NA/AN","Yes",0,2013
"13118","25-34","49","Male","NH NA/AN","Yes",39.7222224486242,2013
"13119","35-44","49","Male","NH NA/AN","Yes",521.506129804358,2013
"13120","45-54","49","Male","NH NA/AN","Yes",221.054283135554,2013
"13121","55-64","49","Male","NH NA/AN","Yes",438.430863264089,2013
"13122",">65","49","Male","NH NA/AN","Yes",0,2013
"13123","18-24","50","Male","NH NA/AN","Yes",0,2013
"13124","25-34","50","Male","NH NA/AN","Yes",147.272041561315,2013
"13125","35-44","50","Male","NH NA/AN","Yes",0,2013
"13126","45-54","50","Male","NH NA/AN","Yes",95.2336705281875,2013
"13127","55-64","50","Male","NH NA/AN","Yes",361.121979231316,2013
"13128",">65","50","Male","NH NA/AN","Yes",377.910100849543,2013
"13129","18-24","51","Male","NH NA/AN","Yes",0,2013
"13130","25-34","51","Male","NH NA/AN","Yes",0,2013
"13131","35-44","51","Male","NH NA/AN","Yes",0,2013
"13132","45-54","51","Male","NH NA/AN","Yes",4445.43423301159,2013
"13133","55-64","51","Male","NH NA/AN","Yes",3290.98144216447,2013
"13134",">65","51","Male","NH NA/AN","Yes",5351.64299463725,2013
"13135","18-24","53","Male","NH NA/AN","Yes",0,2013
"13136","25-34","53","Male","NH NA/AN","Yes",875.504856552991,2013
"13137","35-44","53","Male","NH NA/AN","Yes",3089.30339766289,2013
"13138","45-54","53","Male","NH NA/AN","Yes",2854.55139764164,2013
"13139","55-64","53","Male","NH NA/AN","Yes",3575.37048801917,2013
"13140",">65","53","Male","NH NA/AN","Yes",628.082446976857,2013
"13141","18-24","54","Male","NH NA/AN","Yes",0,2013
"13142","25-34","54","Male","NH NA/AN","Yes",0,2013
"13143","35-44","54","Male","NH NA/AN","Yes",0,2013
"13144","45-54","54","Male","NH NA/AN","Yes",505.080053579952,2013
"13145","55-64","54","Male","NH NA/AN","Yes",1328.92068691086,2013
"13146",">65","54","Male","NH NA/AN","Yes",639.970633317111,2013
"13147","18-24","55","Male","NH NA/AN","Yes",0,2013
"13148","25-34","55","Male","NH NA/AN","Yes",702.627701153841,2013
"13149","35-44","55","Male","NH NA/AN","Yes",613.795602443469,2013
"13150","45-54","55","Male","NH NA/AN","Yes",1567.7565224415,2013
"13151","55-64","55","Male","NH NA/AN","Yes",475.702880697441,2013
"13152",">65","55","Male","NH NA/AN","Yes",643.873478652394,2013
"13153","18-24","56","Male","NH NA/AN","Yes",0,2013
"13154","25-34","56","Male","NH NA/AN","Yes",0,2013
"13155","35-44","56","Male","NH NA/AN","Yes",50.7486975931127,2013
"13156","45-54","56","Male","NH NA/AN","Yes",659.390174330243,2013
"13157","55-64","56","Male","NH NA/AN","Yes",214.282811437114,2013
"13158",">65","56","Male","NH NA/AN","Yes",234.566612603145,2013
"13159","18-24","1","Female","NH NA/AN","Yes",0,2013
"13160","25-34","1","Female","NH NA/AN","Yes",263.224953295916,2013
"13161","35-44","1","Female","NH NA/AN","Yes",754.692389087712,2013
"13162","45-54","1","Female","NH NA/AN","Yes",1567.34063773188,2013
"13163","55-64","1","Female","NH NA/AN","Yes",476.743696126439,2013
"13164",">65","1","Female","NH NA/AN","Yes",241.923350869639,2013
"13165","18-24","2","Female","NH NA/AN","Yes",0,2013
"13166","25-34","2","Female","NH NA/AN","Yes",413.893791950526,2013
"13167","35-44","2","Female","NH NA/AN","Yes",0,2013
"13168","45-54","2","Female","NH NA/AN","Yes",790.583997417825,2013
"13169","55-64","2","Female","NH NA/AN","Yes",1476.74608771612,2013
"13170",">65","2","Female","NH NA/AN","Yes",732.235854688773,2013
"13171","18-24","4","Female","NH NA/AN","Yes",0,2013
"13172","25-34","4","Female","NH NA/AN","Yes",5953.0179216578,2013
"13173","35-44","4","Female","NH NA/AN","Yes",3608.63999191736,2013
"13174","45-54","4","Female","NH NA/AN","Yes",4561.68941592913,2013
"13175","55-64","4","Female","NH NA/AN","Yes",7635.64434923463,2013
"13176",">65","4","Female","NH NA/AN","Yes",2410.26401189787,2013
"13177","18-24","5","Female","NH NA/AN","Yes",0,2013
"13178","25-34","5","Female","NH NA/AN","Yes",0,2013
